CUES,P1,P2,P301,P302,P4,P5,P6,P701,P702,P703,P704,P705,P706,P707,P708,P709,P710,P801,P802,P803,P804,P805,P806,P807,P9,P1001,P11,P1201,P1202,P1203,P1204,P1205,P1206,P1207,P1208,P1209,P1210,P1211,P1301,P1302,P1303,P1304,P1305,P13BIS01,P13BIS02,P13BIS03,P13BIS04,P13BIS05,P1401,P1402,P1403,P1404,P1405,P1406,P15,P16,P17,P18,P19,P19A,P20,P21,P22,P22A,P23,P24,P25,N1,N2,N3,N4,N5,P27,P28,P23A,P23B,P24_num,P801_num,P802_num,P803_num,P804_num,P805_num,P806_num,P807_num,P20_grupo,P15_bin
279,Un concierto que tipifican los delitos y señala las penas,Sólo de vez en cuando,,Revistas,Poco/un poco/ nada,,,,,,,,,,,,,,,,,,3,4,Algo,,Mucho,,,Menciona,,,,,,,,,,,,,De acuerdo,,,,,,,,,Positivamente,Positivamente,Positivamente,,,5,Mujer,Casado,4 hijos o más,54,Bachiller elemental,Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,A.P,Bastante,12.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,5,Levante y Murcia,100.001 a 400.000 habitantes,"Vendedores, Agentes Comerciales, etc...",,5.0,,,,,,3.0,4.0,46-55,
280,Conjunto de principios básicos que regulan la vida de los es,,Televisión,,,Suficiente,1 año,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,1,7,6,4,5,,,Mucho,,,,,,,,,,,,,,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Positivamente,Positivamente,Sin influencia,,,,Sí,A favor,5,Mujer,Casado,2 Hijos,26,Estudios primarios completos. cultural general,Católico practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),De 36.000 ptas a 45.000 ptas mensuales,No votó,Bastante,8.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,5,Levante y Murcia,100.001 a 400.000 habitantes,Funcionarios de nivel medio,,6.0,1.0,7.0,6.0,4.0,5.0,,,26-35,1.0
281,Conjunto de principios básicos que regulan la vida de los es,Regularmente,,Revistas,Poco/un poco/ nada,Insuficiente,,,,,,,,,,,,,,,,,6,4,,,Mucho,,,,Menciona,,,,,,,,,,,,De acuerdo,,,,,,,,Sin influencia,Positivamente,Positivamente,Sin influencia,,,2,Hombre,Casado,3 Hijos,35,Estudios de formación profesional,Católico no practicante,Nunca,Está empleado (trabaja por cuenta ajena),De 46.000 ptas a 65.000 ptas mensuales,No votó,Bastante,4.0,1.0,De 36.000 ptas a 45.000 ptas mensuales,2,Levante y Murcia,100.001 a 400.000 habitantes,"Capataces, encargados, contramaestres",,7.0,,,,,,6.0,4.0,26-35,
282,Conjunto de ordenanzas que regulan la Administración español,Sólo de vez en cuando,Televisión,,Poco/un poco/ nada,,8 a 11 meses,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,6,6,4,5,5,4,7,Mucho,Falta de información política,Mucho,,,Menciona,Menciona,,,Menciona,,,,,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Positivamente,Positivamente,,Sin influencia,Positivamente,Sin influencia,Sí,A favor,,Hombre,Soltero,2 Hijos,23,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Indiferente,,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,P.S.O.E,Bastante,10.0,1.0,De 36.000 ptas a 45.000 ptas mensuales,8,Levante y Murcia,100.001 a 400.000 habitantes,Peones y obreros sin cualificar,,4.0,6.0,6.0,4.0,5.0,5.0,4.0,7.0,18-25,1.0
283,Conjunto de principios básicos que regulan la vida de los es,,Televisión,,,Suficiente,Menos de 5 meses,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,Juega un papel importante,1,5,6,2,,,,,,,,,,,,Menciona,Menciona,,,,,De acuerdo,N.S,De acuerdo,En desacuerdo,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sin influencia,Sin influencia,Sin influencia,,,,Sí,A favor,2,Mujer,Soltero,1 Hijo,18,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Nunca,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,U.C.D,Bastante,6.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,3,Levante y Murcia,100.001 a 400.000 habitantes,Empleados subalternos,,4.0,1.0,5.0,6.0,2.0,,,,18-25,1.0
284,Un documento para arreglar los problemas económicos,Sólo de vez en cuando,,,Sólo una parte,,,,,,,,,,,,,,,,,,4,1,,,Mucho,,,,Menciona,,,Menciona,,,,,,,,,De acuerdo,,,,,,,,,Positivamente,Positivamente,Sin influencia,,,4,Mujer,Soltero,2 Hijos,19,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Nunca,Está empleado (trabaja por cuenta ajena),De 36.000 ptas a 45.000 ptas mensuales,P.C.E.,Bastante,6.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,4,Levante y Murcia,100.001 a 400.000 habitantes,Personal manual de servicios no cualificados,,6.0,,,,,,4.0,1.0,18-25,
285,Conjunto de ordenanzas que regulan la Administración español,,Televisión,,,,Menos de 5 meses,No menciona,No menciona,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,1,5,6,3,2,,,,,,Menciona,,Menciona,,,,,,,,,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Positivamente,Positivamente,,,,,Sí,A favor,2,Hombre,Casado,2 Hijos,32,Estudios de grado medio,Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,P.S.O.E,Bastante,6.0,1.0,De 36.000 ptas a 45.000 ptas mensuales,3,Levante y Murcia,100.001 a 400.000 habitantes,Funcionarios de nivel medio,,5.0,1.0,5.0,6.0,3.0,2.0,,,26-35,1.0
286,Un concierto que tipifican los delitos y señala las penas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menciona,,,,,,Menciona,,,,,,,,,,,,,,,,,,,,2,Mujer,Casado,1 Hijo,52,Bachiller elemental,Indiferente,,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,,Bastante,6.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,3,Levante y Murcia,100.001 a 400.000 habitantes,Obreros cualificados,Industrial comercial,4.0,,,,,,,,46-55,
287,Un documento para arreglar los problemas económicos,,,,,,,,,,,,,,,,,,,,,,,,,,,Menciona,,,,Menciona,,,,,,,,,,,,,,,,,,,,,,,,,,Hombre,Casado,4 hijos o más,53,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,No votó,Bastante,6.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,8,Levante y Murcia,100.001 a 400.000 habitantes,,,4.0,,,,,,,,46-55,
288,Un concierto que tipifican los delitos y señala las penas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menciona,,Menciona,,,,,,,,,,,,,,,,,,,,,,,,,4,Hombre,Casado,2 Hijos,58,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 36.000 ptas a 45.000 ptas mensuales,U.C.D,Mucha,6.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,4,Levante y Murcia,100.001 a 400.000 habitantes,Obreros cualificados,,6.0,,,,,,,,56-65,
289,Conjunto de ordenanzas que regulan la Administración español,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menciona,,Menciona,,,,,,,,,,,,,,,,,,,,,,,,,,Mujer,Soltero,4 hijos o más,53,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,P.C.E.,Bastante,6.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,8,Levante y Murcia,100.001 a 400.000 habitantes,Funcionarios de nivel medio,,4.0,,,,,,,,46-55,
290,Conjunto de ordenanzas que regulan la Administración español,,,Prensa,,,,,,,,,,,,,,,,,,,,,,,,,,Menciona,,,,Menciona,,,,,,,,,,,,,,,,,,,,,,,2,Hombre,Casado,2 Hijos,46,Bachiller superior,Católico practicante,Los domingos y festivos,Trabaja por su cuenta,De 19.000 ptas a 25.000 ptas mensuales,U.C.D,Bastante,7.0,1.0,Más de 85.000 ptas mensuales,2,Levante y Murcia,100.001 a 400.000 habitantes,,,4.0,,,,,,,,46-55,
291,Conjunto de ordenanzas que regulan la Administración español,,,,,,,,,,,,,,,,,,,,,,,,Mucho,,,,,,Menciona,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mujer,Viudo,2 Hijos,67,Estudios primarios completos. cultural general,Indiferente,,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,P.S.P,Mucha,10.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,4,Levante y Murcia,100.001 a 400.000 habitantes,Peones y obreros sin cualificar,,4.0,,,,,,,,66-75,
292,Conjunto de principios básicos que regulan la vida de los es,,,,,Suficiente,,,,,,,,,,,,,,,,,,,,,,,Menciona,,Menciona,,,,,,,,,,,,,,,,,,,,Positivamente,,,,,,3,Mujer,Casado,2 Hijos,44,"Menos de estudios primarios, no sabe leer",Católico practicante,Alguna vez al mes,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,U.C.D,Bastante,10.0,1.0,Hasta 6.000 ptas mensuales,Extrema izquierda,Levante y Murcia,100.001 a 400.000 habitantes,N.C,,4.0,,,,,,,,36-45,
293,Conjunto de ordenanzas que regulan la Administración español,Sólo de vez en cuando,,,Poco/un poco/ nada,,,,,,,,,,,,,,,,,,6,3,,,Mucho,Menciona,,,,,,,,,,,,,,,N.S,,,,,,,,,Positivamente,Positivamente,Sin influencia,,,4,Mujer,Casado,Ninguno,38,"Menos de estudios primarios, no sabe leer",Indiferente,,Trabaja por su cuenta,Más de 85.000 ptas mensuales,,Mucha,0.0,1.0,De 6.000 ptas a 11.000 ptas mensuales,4,Levante y Murcia,100.001 a 400.000 habitantes,Obreros cualificados,,9.0,,,,,,6.0,3.0,36-45,
294,Un concierto que tipifican los delitos y señala las penas,,Televisión,Prensa,,,8 a 11 meses,Juega un papel importante,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,Juega un papel importante,No menciona,No menciona,No menciona,2,5,6,4,6,,,Mucho,,,,,,Menciona,,,,,,,,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sin influencia,Sin influencia,,,,,Sí,A favor,,Hombre,Soltero,1 Hijo,28,"Menos de estudios primarios, no sabe leer",Católico practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,,Bastante,0.0,2.0,Hasta 6.000 ptas mensuales,8,Levante y Murcia,100.001 a 400.000 habitantes,,,5.0,2.0,5.0,6.0,4.0,6.0,,,26-35,1.0
295,Conjunto de principios básicos que regulan la vida de los es,,,,,Insuficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hombre,Casado,2 Hijos,53,Estudios de grado medio,Católico practicante,Alguna vez al mes,Está jubilado y antes estaba empleado,Hasta 6.000 ptas mensuales,,Poco,0.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,8,Levante y Murcia,100.001 a 400.000 habitantes,Funcionarios de nivel medio,,1.0,,,,,,,,46-55,
296,Un concierto que tipifican los delitos y señala las penas,Nunca o casi nunca,,,Poco/un poco/ nada,,,,,,,,,,,,,,,,,,,,Algo,,Mucho,,,,,Menciona,,,,,,,,,,,N.S,,,,,,,,,,,,,,,Mujer,Viudo,4 hijos o más,57,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Varias veces al año,Está jubilado y antes estaba empleado,De 6.000 ptas a 11.000 ptas mensuales,,Poco,0.0,1.0,De 36.000 ptas a 45.000 ptas mensuales,8,Levante y Murcia,50.001 a 100.000 habitantes,Obreros cualificados,,2.0,,,,,,,,56-65,
297,Conjunto de principios básicos que regulan la vida de los es,,Televisión,Prensa,,Insuficiente,N.S,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,Juega un papel importante,,,,,,,,Mucho,,,Menciona,,,,Menciona,,,,,,,N.S,N.S,N.S,N.S,,N.S,N.S,N.S,N.S,N.S,,,Sin influencia,,,,,,2,Hombre,Casado,2 Hijos,67,Estudios primarios completos. cultural general,Católico practicante,Varias veces por semana,Sus labores,Hasta 6.000 ptas mensuales,U.C.D,Bastante,0.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,2,Levante y Murcia,50.001 a 100.000 habitantes,Peones y obreros sin cualificar,,1.0,,,,,,,,66-75,
298,Conjunto de principios básicos que regulan la vida de los es,Regularmente,,,La mayoría de los artículos,Insuficiente,,,,,,,,,,,,,,,,,,,,,Mucho,,,Menciona,,,,Menciona,,,,,,,,,De acuerdo,,,,,,,,Positivamente,Positivamente,Positivamente,Sin influencia,,,4,Mujer,Soltero,3 Hijos,76,"Menos de estudios primarios, sabe leer (menos de 6 años de e",No creyente,,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,No votó,Mucha,5.0,1.0,De 36.000 ptas a 45.000 ptas mensuales,4,Levante y Murcia,50.001 a 100.000 habitantes,Peones y obreros sin cualificar,,5.0,,,,,,,,76+,
299,Un documento para arreglar los problemas económicos,Nunca o casi nunca,Radio,,Poco/un poco/ nada,,8 a 11 meses,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,,,,,Mucho,,,Menciona,,Menciona,Menciona,,,,,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,N.S,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Positivamente,Sin influencia,,Positivamente,Positivamente,Positivamente,Sí,A favor,,Hombre,Casado,Ninguno,33,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 36.000 ptas a 45.000 ptas mensuales,No votó,Nada,0.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,Extrema derecha,Levante y Murcia,50.001 a 100.000 habitantes,Obreros cualificados,,6.0,,,,,,,,26-35,1.0
300,Un concierto que tipifican los delitos y señala las penas,,Televisión,,,,Menos de 5 meses,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,6,5,4,,,,Mucho,,,,,Menciona,,,,,,,,,De acuerdo,En desacuerdo,De acuerdo,N.S,,De acuerdo,En desacuerdo,De acuerdo,N.S,N.S,Positivamente,Positivamente,,,,,Sí,A favor,,Mujer,Casado,2 Hijos,39,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Varias veces al año,Está parado,,U.C.D,Bastante,0.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,8,Levante y Murcia,50.001 a 100.000 habitantes,Obreros cualificados,,,,6.0,5.0,4.0,,,,36-45,1.0
301,Conjunto de principios básicos que regulan la vida de los es,,,,,Suficiente,,,,,,,,,,,,,,,,,,,,,,Menciona,,Menciona,,,,,,,,,,,,,,,,,,,,,Positivamente,,,,,,4,Mujer,Casado,1 Hijo,36,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),De 36.000 ptas a 45.000 ptas mensuales,U.C.D,Bastante,0.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,4,Levante y Murcia,400.001 a 1.000.000 habitantes,Funcionarios de nivel medio,Industrial comercial,6.0,,,,,,,,36-45,
302,Conjunto de ordenanzas que regulan la Administración español,Sólo de vez en cuando,,Televisión,Poco/un poco/ nada,,,,,,,,,,,,,,,,,,,,,,Mucho,,,Menciona,,Menciona,,,,,,,,,,,N.S,,,,,,,,,Positivamente,Positivamente,Positivamente,,,,Hombre,Soltero,Ninguno,27,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),De 12.000 ptas a 18.000 ptas mensuales,U.C.D,Mucha,0.0,1.0,De 36.000 ptas a 45.000 ptas mensuales,4,Levante y Murcia,50.001 a 100.000 habitantes,,Trabajador Independiente,3.0,,,,,,,,26-35,
303,Un documento para arreglar los problemas económicos,,Televisión,N.S/N.C,,,1 año,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,Juega un papel importante,,,,,,,,,,,,,,,Menciona,,,,,,,N.S,N.S,N.S,N.S,,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Positivamente,Positivamente,,,,,Sí,A favor,Extrema derecha,Hombre,Casado,2 Hijos,57,Estudios primarios completos. cultural general,Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,U.C.D,Poco,0.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,5,Levante y Murcia,50.001 a 100.000 habitantes,,,5.0,,,,,,,,56-65,1.0
304,Conjunto de ordenanzas que regulan la Administración español,,,,,,,,,,,,,,,,,,,,,,,,,,,Menciona,,Menciona,,,,,,,,,,,,,,,,,,,,,,,,,,,Extrema derecha,Mujer,Casado,1 Hijo,36,Estudios primarios completos. cultural general,Católico no practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,,Mucha,0.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,5,Levante y Murcia,10.001 a 50.000 habitantes,Oficiales de las Fuerzas Armadas,Industrial comercial,4.0,,,,,,,,36-45,
305,Conjunto de ordenanzas que regulan la Administración español,,,,,,,,,,,,,,,,,,,,,,,,Mucho,,,,,Menciona,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hombre,Casado,3 Hijos,60,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Los domingos y festivos,Trabaja por su cuenta,,,Nada,0.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,Extrema derecha,Levante y Murcia,10.001 a 50.000 habitantes,,Industrial comercial,,,,,,,,,56-65,
306,Conjunto de principios básicos que regulan la vida de los es,,,,,Suficiente,,,,,,,,,,,,,,,,,,,Mucho,,,,,,,,,,,,,,,,,,,,,,,,,,Positivamente,,,,,,,Mujer,Casado,3 Hijos,43,Estudios primarios completos. cultural general,Otras religiones,Los domingos y festivos,Trabaja por su cuenta,,,Mucha,0.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,8,Levante y Murcia,10.001 a 50.000 habitantes,,,,,,,,,,,36-45,
307,Conjunto de principios básicos que regulan la vida de los es,Nunca o casi nunca,,Prensa,Sólo una parte,Insuficiente,,,,,,,,,,,,,,,,,,,,,Mucho,Menciona,,Menciona,,,,,,,,,,,,,En desacuerdo,,,,,,,,Positivamente,Positivamente,Positivamente,Positivamente,,,4,Hombre,Casado,4 hijos o más,40,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Alguna vez al mes,Está jubilado y antes estaba empleado,De 26.000 ptas a 35.000 ptas mensuales,,Poco,0.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,4,Levante y Murcia,10.001 a 50.000 habitantes,Obreros cualificados,,5.0,,,,,,,,36-45,
308,Un documento para arreglar los problemas económicos,Nunca o casi nunca,Prensa,,Sólo una parte,,1 año,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,Juega un papel importante,,,,,,,,,,Mucho,,,,,,,,,,,,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Positivamente,Positivamente,,Positivamente,Positivamente,Positivamente,Sí,A favor,5,Hombre,Casado,Ninguno,64,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Los domingos y festivos,Trabaja por su cuenta,,P.S.O.E,Poco,0.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,6,Levante y Murcia,10.001 a 50.000 habitantes,Personal manual de servicios no cualificados,Industrial comercial,,,,,,,,,56-65,1.0
309,Un documento para arreglar los problemas económicos,,Televisión,,,,N.S,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,Juega un papel importante,,,,,,,,,,,,,,Menciona,Menciona,,,,,,,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Positivamente,Positivamente,,,,,,,,Mujer,Casado,3 Hijos,44,Estudios primarios completos. cultural general,Católico practicante,Los domingos y festivos,Trabaja por su cuenta,,,Poco,0.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,3,Levante y Murcia,10.001 a 50.000 habitantes,,,,,,,,,,,36-45,
310,Un documento para arreglar los problemas económicos,,,N.S/N.C,,,,,,,,,,,,,,,,,,,,,Mucho,,,,,,Menciona,,,,,,,,,,,,,,,,,,,,,,,,,,,Mujer,Casado,2 Hijos,23,"Menos de estudios primarios, no sabe leer",Católico no practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,U.C.D,Poco,0.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,Extrema derecha,Levante y Murcia,10.001 a 50.000 habitantes,Jornaleros del campo,,5.0,,,,,,,,18-25,
311,Conjunto de principios básicos que regulan la vida de los es,,,Televisión,,Suficiente,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Sin influencia,,,,,,4,Hombre,Casado,3 Hijos,51,"Menos de estudios primarios, no sabe leer",Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,,Poco,0.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,8,Levante y Murcia,10.001 a 50.000 habitantes,Funcionarios de nivel medio,,4.0,,,,,,,1.0,46-55,
312,Conjunto de ordenanzas que regulan la Administración español,Regularmente,,N.S/N.C,Poco/un poco/ nada,,,,,,,,,,,,,,,,,,2,,,No se confía en la política/la gente está desilusionada,Mucho,,,,,Menciona,,,,,,,,,,,De acuerdo,,,,,,,,,Positivamente,Positivamente,Sin influencia,,,,Mujer,Casado,Ninguno,37,"Menos de estudios primarios, no sabe leer",Católico practicante,Los domingos y festivos,Trabaja por su cuenta,De 19.000 ptas a 25.000 ptas mensuales,P.S.O.E,Poco,0.0,1.0,De 6.000 ptas a 11.000 ptas mensuales,8,Levante y Murcia,10.001 a 50.000 habitantes,N.C,Industrial comercial,4.0,,,,,,2.0,,36-45,
313,Un documento para arreglar los problemas económicos,,Televisión,,,,5 a 7 meses,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,1,5,5,3,1,,,Mucho,,,,Menciona,Menciona,,,,,,,,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Positivamente,Positivamente,,,,,Sí,A favor,,Hombre,Casado,2 Hijos,32,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Alguna vez al mes,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,P.S.O.E,Mucha,0.0,1.0,De 46.000 ptas a 65.000 ptas mensuales,8,Levante y Murcia,10.001 a 50.000 habitantes,,,4.0,1.0,5.0,5.0,3.0,1.0,,,26-35,1.0
